route,stop,scheduled_hour,actual_hour,delay_min,passenger_count,incident_flag
R3,S5,9,9,0.014743471048623391,36,0
R3,S3,20,21,2.5261405371652086,8,0
R1,S3,15,15,0.43062570517847387,45,0
R2,S4,9,10,3.755473588402274,23,0
R3,S4,17,18,0.0,11,0
R2,S4,15,15,0.6612903722542522,51,0
R3,S3,7,8,2.1970697523775473,39,0
R1,S4,19,20,3.0672106810744704,30,0
R2,S5,11,11,2.1390753536583036,48,0
R1,S5,11,11,2.7427109727014756,27,0
R3,S5,10,10,1.1761750388330656,38,0
R1,S5,7,7,0.3633401508547198,55,0
R3,S1,17,18,4.19691902546963,11,0
R2,S4,11,12,2.748147280234817,15,0
R2,S2,9,9,1.2683975066406532,55,0
R1,S1,22,22,0.0,12,0
R1,S2,12,12,3.834759676578119,17,0
R2,S2,21,22,3.8965315482546994,36,0
R1,S1,5,5,1.6738033204454519,45,0
R1,S4,18,19,1.0090808129488416,38,0
R2,S1,21,22,1.611055446911006,22,0
R3,S3,14,15,1.6838187131321436,19,0
R1,S5,16,17,3.1543053717420477,59,0
R1,S1,20,20,0.2932105473490627,47,0
R2,S1,18,18,1.1245931553447235,28,0
R3,S3,20,20,1.724497393767173,51,0
R3,S5,12,13,2.3875859165007007,25,0
R1,S2,14,15,3.2995686852130337,22,0
R1,S3,21,21,2.4664708519901017,18,0
R3,S4,22,23,4.6281566692780665,57,0
R1,S1,20,21,0.5126801212860967,23,0
R3,S1,21,22,4.1924535323211165,17,0
R1,S3,20,20,0.5691876916516274,20,0
R1,S1,12,12,1.407044876661021,6,0
R2,S5,10,10,2.5808346018773163,38,0
R3,S5,10,11,3.7668051242631035,53,0
R3,S3,13,13,1.409518282382507,30,0
R1,S3,8,8,2.5887723771200384,58,0
R2,S3,16,16,1.5265643254900103,26,0
R3,S4,16,17,0.0,24,0
R1,S1,21,22,1.9423462739799127,33,0
R1,S2,19,20,0.13770593844677292,22,0
R2,S2,13,14,3.9072335973261922,33,0
R3,S2,11,12,3.917609440886025,46,1
R3,S3,14,14,0.7460034673376559,48,0
R1,S4,20,20,0.5154571407235222,31,0
R1,S4,16,17,1.0565293861927778,39,0
R2,S2,11,12,2.7985920835403677,33,0
R3,S2,22,22,2.804541803953032,10,1
R3,S4,19,20,7.112076058768991,56,0
R2,S3,10,11,1.5369806421492216,41,0
R3,S3,16,17,2.1370544965950735,29,0
R2,S2,15,16,4.897599507004641,25,0
R3,S5,7,8,2.4295117815699787,35,0
R2,S3,6,6,0.3678864909284494,44,0
R2,S5,10,10,2.512948969884918,54,0
R1,S1,9,10,3.057222969337749,20,0
R3,S3,22,23,1.4874571817120656,18,0
R1,S5,20,20,3.192919485973563,10,0
R2,S1,12,13,3.059435084150331,15,0
R2,S1,15,15,1.3123323967678697,31,0
R2,S2,14,15,4.327554489496656,42,0
R3,S5,16,16,0.8246310419575731,9,0
R1,S2,10,10,2.655967667487081,19,0
R2,S1,9,10,1.0968291256570915,42,0
R3,S3,13,14,0.0,57,0
R2,S3,20,20,2.537557967121294,20,0
R2,S3,18,19,4.893991979483447,22,0
R2,S5,12,12,1.9192383904070776,57,0
R2,S4,18,19,0.0,37,0
R1,S2,11,12,2.333087087790175,39,0
R2,S4,9,10,0.7719756872579546,59,0
R2,S4,22,22,3.5806882360052983,56,0
R1,S1,6,6,1.6570483753056668,28,1
R1,S2,15,16,0.0,39,0
R2,S1,12,12,2.7627859773938828,11,0
R1,S4,5,6,2.3133164636755112,18,0
R1,S1,16,16,1.550182508575064,54,0
R1,S1,6,7,0.4417960305232107,34,0
R1,S5,22,22,4.68370609514177,28,0
R2,S2,11,11,1.3221372021391968,19,0
R3,S2,21,21,3.345647257094594,17,0
R3,S4,18,18,1.3051071602014779,23,0
R2,S3,11,11,3.0212363137591307,33,0
R3,S1,7,7,2.0801782486409546,26,0
R1,S2,10,11,2.0420221879353524,6,0
R3,S3,6,7,0.7602894230892507,43,0
R2,S2,21,21,2.7922166123405177,17,0
R3,S4,16,17,4.1076853821129085,40,0
R2,S1,16,16,0.44843092675560214,42,0
R3,S5,21,22,0.75157486003459,22,0
R1,S4,14,15,6.416869436080194,55,0
R1,S4,7,8,0.49759723896981267,19,0
R1,S4,22,23,1.1681344732732069,39,0
R3,S3,17,17,4.075550580844151,56,1
R3,S4,16,17,4.120738986670683,21,0
R3,S5,21,22,0.0,52,0
R1,S1,8,9,3.148138870926069,17,0
R3,S2,14,14,1.7074928526486517,26,0
R3,S3,15,16,1.7759676184542643,58,0
R2,S4,10,10,3.7476853751113173,56,0
R1,S2,10,10,1.4777361083414302,44,0
R3,S4,13,14,1.2320744538005195,25,0
R2,S1,19,19,1.5177008630835969,30,0
R2,S5,6,7,1.4763460156405532,50,0
R2,S5,8,9,2.521035519885319,8,0
R1,S3,9,10,3.9849948895160185,11,0
R2,S2,21,22,2.6413277016640357,14,0
R1,S2,12,13,1.980703427050023,19,0
R2,S5,12,13,2.8195831464638896,30,0
R3,S1,16,17,3.1702941967993166,20,0
R1,S3,12,12,2.867015532732885,44,0
R1,S4,7,7,0.999042593184643,38,0
R3,S3,22,23,2.6369067626689944,21,0
R2,S5,19,20,0.0,42,0
R1,S4,10,10,4.3008821667360255,20,0
R1,S3,20,21,4.29662183992583,38,0
R1,S1,12,12,3.3341015447666544,33,0
R1,S2,20,20,3.8689016874655464,57,0
R1,S4,22,23,1.8887569806708715,22,1
R3,S3,20,21,0.8742701374451567,15,0
R1,S1,15,15,0.11914586131387406,16,0
R1,S3,11,11,3.5122063991143526,41,0
R3,S4,21,22,0.8740776139877353,6,0
R2,S1,21,22,1.4393567750483474,58,1
R1,S2,16,16,2.3362071523085515,22,0
R3,S1,17,17,1.9437951658774544,58,0
R3,S3,14,14,2.3971591744855867,42,0
R2,S3,11,12,0.0,37,0
R1,S3,18,19,1.6497554731598512,13,0
R1,S3,5,6,3.2362449752742255,19,0
R2,S3,21,21,1.3522740355046097,32,0
R3,S5,8,8,0.7067548761439406,12,0
R3,S1,9,10,3.4321921997225213,50,0
R3,S1,11,11,1.363622428081872,40,0
R2,S1,14,14,2.2767333254029687,43,0
R2,S1,21,21,1.684334173340384,56,0
R3,S4,11,11,1.9993495573720848,12,0
R1,S3,5,5,4.294415441246886,46,0
R1,S5,11,12,2.8579036544016025,54,0
R3,S4,15,16,0.16732248280299045,54,0
R1,S1,13,14,1.441876688394685,23,0
R3,S1,16,17,1.3810807361947544,8,0
R3,S5,7,8,2.324557229268747,31,0
R1,S1,8,8,3.3631749946701994,17,0
R1,S1,8,8,2.0477563386283104,42,0
R2,S1,17,17,2.003692678194547,25,1
R1,S1,14,15,0.0,30,0
R1,S4,9,9,3.986067221243208,49,0
R1,S4,11,11,1.7481994070283307,27,0
R1,S4,20,20,2.3879617538034905,58,0
R3,S1,5,6,2.3844194409371573,34,1
R1,S2,16,16,0.8461571022918717,35,0
R3,S4,6,6,1.6341383863116499,35,0
R3,S3,11,12,0.8343602697962451,20,0
R2,S3,15,16,4.074994622822529,56,0
R3,S2,17,17,0.0,46,0
R1,S5,6,7,0.5700148148951811,45,0
R2,S3,11,11,1.5168952627195325,11,0
R2,S5,19,20,4.246243573870179,21,0
R2,S3,15,15,3.061724480957227,28,0
R3,S2,6,6,0.0,24,0
R3,S4,11,12,1.8267358533122586,43,0
R3,S5,8,9,3.0819965123926254,31,0
R2,S5,15,16,5.340354708871702,6,0
R3,S2,6,7,1.4903782067287863,55,0
R3,S5,20,20,0.22334289829536913,5,0
R2,S3,11,12,2.4835524035441456,38,1
R2,S4,17,17,1.9350715926805855,31,0
R1,S1,9,9,2.6949630067829213,41,0
R2,S2,21,21,3.0357124022560003,54,0
R2,S5,16,17,2.4798975382067483,10,1
R2,S5,11,11,2.792295085500969,42,0
R1,S5,10,10,4.45352747954251,58,0
R1,S5,12,13,1.5634123545689005,31,0
R1,S2,17,17,0.16335364668681374,52,0
R2,S3,9,9,2.4709636257262106,20,0
R1,S3,6,6,0.07800045472132933,39,0
R2,S4,13,14,0.3176123708978267,31,0
R3,S4,15,15,0.7668497167279766,39,0
R1,S1,10,10,0.12388894868742151,59,0
R3,S3,11,11,3.752847563013238,40,0
R2,S2,11,12,2.073366647026206,42,0
R3,S3,10,11,3.0601832557909354,32,0
R1,S3,15,16,2.7653965773879867,7,0
R1,S4,15,15,1.6850742023266387,45,0
R2,S5,11,11,3.440755782615186,35,0
R1,S5,6,6,1.2761479869333838,7,0
R3,S3,8,8,1.7480558880103088,42,0
R3,S3,10,10,0.9382382213671336,57,0
R1,S3,21,22,4.1004587110614175,56,0
R1,S3,9,9,1.8392971875803945,28,0
R2,S4,11,11,2.8970416104959424,30,0
R3,S3,13,14,1.1278075355516597,45,0
R1,S3,5,6,3.2705293657181835,51,0
R3,S1,5,5,3.1592046351474137,32,0
R2,S1,10,11,0.0,13,0
R3,S3,22,23,2.0061876405742707,41,0
R2,S5,14,15,2.1753507999444643,57,0
R3,S2,15,15,1.5504179080834821,31,0
R2,S1,5,6,4.077065501420645,52,0
R1,S3,5,5,0.1741293163614328,7,0
R1,S1,17,18,1.3275759703817385,45,1
R2,S3,9,9,0.7259932279022374,53,0
R3,S5,5,5,3.54488221551825,32,0
R3,S5,7,7,0.45707911885194874,36,0
R3,S1,22,23,0.0,39,0
R1,S2,13,14,2.647077677600784,11,0
R1,S2,18,19,1.7912423059713494,11,0
R3,S2,21,21,3.560524431009857,25,0
R1,S2,18,19,3.2185150935806517,36,0
R1,S4,8,9,1.9362752616967525,42,0
R1,S3,9,9,0.0,24,0
R2,S5,21,22,0.2028465218083637,12,0
R2,S2,6,6,0.0,8,0
R1,S4,9,10,1.7926077590742011,30,0
R1,S3,8,8,1.0119459412934093,19,0
R1,S4,8,8,1.7289208765911945,10,0
R3,S1,10,11,2.2603462632584534,52,0
R2,S1,17,17,4.84745106554345,36,0
R3,S2,9,10,2.8713010391326397,9,0
R1,S1,11,12,2.107005672542579,48,0
R1,S3,5,6,0.0,50,0
R3,S2,18,19,2.039317319452393,10,0
R1,S4,8,8,3.3227622376919967,7,0
R2,S5,21,21,2.58625896228411,33,0
R2,S5,18,18,0.42820849152591967,23,0
R1,S5,20,21,1.435325680638826,14,0
R2,S3,18,19,2.110059397002003,11,0
R1,S2,20,20,1.3878307314665868,49,0
R1,S1,12,12,1.0743411036932422,5,0
R1,S2,7,8,0.0,5,0
R2,S4,5,6,0.8477281529955754,21,0
R3,S5,6,7,2.376713529975052,26,0
R2,S2,19,19,3.312673934816732,40,0
R2,S2,14,15,2.114238515369375,18,0
R3,S1,22,22,3.589173259139025,10,0
R2,S4,18,19,1.88214597876681,34,0
R1,S5,21,21,0.683408997015647,50,0
R2,S1,17,18,1.2889861131451523,51,0
R1,S5,5,5,2.7485205381696853,37,0
R1,S1,9,9,1.5978783366717528,24,0
R2,S1,17,17,1.0362539677110898,20,0
R3,S5,18,19,0.0,8,0
R2,S4,7,7,0.6602363285111568,38,0
R2,S3,19,19,1.4043808396857742,5,0
R2,S3,21,22,1.1280403970694313,17,0
R1,S2,7,7,0.5381010416689445,52,0
R1,S2,20,20,4.336065498146366,12,0
R3,S4,18,19,2.900601423936658,26,0
R3,S3,16,16,5.288203565378283,8,0
R2,S2,16,17,0.0,38,0
R3,S3,15,15,2.4697155883065323,49,0
R2,S3,21,22,1.3480866364185093,41,0
R1,S3,12,12,2.0294795027728108,27,0
R2,S2,21,21,4.7761604690180235,24,0
R2,S2,15,15,0.0,57,0
R2,S4,6,7,1.1409287546521996,28,0
R2,S1,14,14,0.8778066820903161,31,0
R3,S2,14,14,1.1449340113744855,17,0
R2,S5,15,16,0.0,9,0
R1,S1,10,11,3.9280552415565886,20,0
R2,S3,8,9,3.9876440841572296,42,0
R1,S4,16,16,2.8728219493640603,52,1
R3,S5,15,15,0.0,33,0
R2,S5,17,17,2.4164619913016345,30,0
R1,S1,9,10,3.298977999443294,26,0
R2,S4,10,11,2.582573265357792,28,0
R2,S1,5,5,1.925958999935233,17,0
R3,S2,10,10,4.1158705981598365,47,0
R1,S3,22,23,0.9362901850485572,25,0
R1,S4,13,14,1.74675170273072,5,0
R1,S2,19,20,2.938400494336962,8,0
R2,S3,12,12,2.476761436287356,7,0
R3,S3,20,21,2.839946360413726,54,0
R2,S2,10,11,2.8003049589500653,27,1
R3,S4,10,11,2.7872999157930005,20,0
R3,S5,7,8,1.4527723914814517,49,0
R1,S1,14,14,0.9537416935335716,17,1
R3,S4,5,6,2.2057081795663795,43,0
R1,S5,18,18,4.26678306065216,35,0
R2,S5,8,8,1.962708946584258,28,0
R2,S5,16,17,2.8990976163893274,51,0
R3,S1,10,11,2.168655989168269,19,0
R1,S1,15,15,5.050587782324438,9,0
R1,S1,16,17,1.7931259384107432,53,0
R2,S5,14,14,2.9042554789167623,26,0
R3,S2,22,23,0.9216665206827808,26,0
R1,S1,11,11,0.31934004481290046,15,0
R1,S5,11,11,1.9896474086012699,28,0
R3,S4,15,15,3.771646890807617,49,0
R2,S5,8,9,2.950383411691322,14,0
R1,S1,5,5,0.0,51,0
R1,S1,17,17,3.0992889238202572,38,0
R3,S1,22,23,0.0,15,0
R3,S2,13,14,3.2599882495555788,47,0
R1,S3,13,13,2.8166145962864206,33,0
R1,S2,13,13,1.7752918312372425,26,0
R3,S4,14,15,3.0908789095881026,37,0
R3,S1,6,6,1.6038005037336949,12,0
R1,S3,10,11,2.2240455442269935,53,0
R3,S4,19,20,0.0,36,0
R1,S5,7,8,1.615701079503204,44,0
R3,S3,15,15,3.385793856738694,49,0
R1,S2,10,11,0.0032610222610394146,27,0
R1,S1,7,7,3.2279355252357256,9,0
R3,S3,15,15,0.0,35,0
R2,S4,19,20,0.21560624325483513,33,0
R1,S2,17,18,1.5278197200716082,10,0
R2,S4,14,15,2.2303775000519432,56,0
R2,S4,10,11,1.140930980253046,29,0
R3,S1,19,19,1.099989292318027,29,0
R1,S3,22,22,3.660740569153494,35,0
R2,S4,22,23,3.783035262593822,18,0
R1,S2,11,11,1.3634071522857334,21,0
R1,S4,19,20,1.4088314374262982,20,0
R2,S4,22,22,1.5694185483231233,32,0
R2,S2,22,22,5.32661803482272,13,0
R1,S5,13,13,2.025443224332498,55,0
R2,S4,6,7,4.356524984672594,6,0
R2,S2,12,12,3.0980258973455634,8,0
R1,S1,6,6,1.8427021534084618,24,0
R2,S3,15,15,1.0289185143701247,45,0
R2,S2,11,11,3.1687845821163583,40,0
R1,S2,10,11,0.8208040457260892,41,0
R2,S3,14,14,1.4202304321791297,10,0
R3,S2,9,10,2.9882629765572237,56,0
R1,S5,15,16,1.6391230723089096,5,0
R3,S1,5,5,1.4075708779061435,49,0
R1,S5,6,6,1.5380839155124368,54,0
R3,S4,5,6,0.9699454925152349,7,0
R3,S1,6,7,2.67419697796172,56,0
R2,S4,8,9,2.054368590984891,41,0
R1,S3,16,16,0.0,49,0
R1,S2,22,22,1.2687997618115232,46,0
R2,S2,5,6,1.449437905876317,7,0
R2,S1,5,6,1.4389338134080059,47,0
R3,S2,18,19,2.8986376506724314,37,0
R1,S2,8,8,0.9467097576640908,19,0
R2,S4,9,9,6.055812788883838,8,0
R2,S5,15,16,4.078333373325461,19,0
R3,S2,17,17,4.071104618958647,11,0
R3,S4,20,21,0.44945178078905057,51,0
R2,S5,17,17,0.0,8,0
R3,S2,6,7,1.491395908077092,7,0
R1,S1,20,20,2.440288808917483,27,0
R3,S1,10,10,1.7570618130349662,18,0
R1,S1,18,18,1.205265476711291,10,0
R2,S3,5,5,0.0,37,0
R2,S1,21,21,0.9917880899153237,13,0
R3,S2,15,15,1.635379746534089,16,0
R2,S2,7,7,1.2569492333529513,54,0
R3,S1,15,16,1.2484116792603563,39,0
R3,S1,9,10,0.8025692492213967,57,0
R3,S4,21,22,4.482287652481746,35,0
R3,S5,11,11,3.062670957422975,55,0
R1,S1,14,14,3.4340149064444137,7,0
R1,S4,15,15,2.409158211506809,50,0
R2,S2,7,8,0.0,40,0
R3,S1,14,15,3.1076468070321086,17,0
R2,S4,14,15,4.022333850585497,17,0
R3,S4,18,19,4.241088374971085,38,0
R2,S5,16,17,2.9354576330510143,25,0
R1,S2,19,20,2.001481488738518,38,0
R2,S5,14,14,1.9971626531062738,46,0
R3,S5,14,15,2.778176968367665,47,0
R3,S5,5,5,0.0,32,0
R2,S2,14,15,2.957869338750631,51,0
R2,S1,6,7,1.2714718344693476,39,1
R3,S5,21,21,5.314200184704431,18,0
R2,S3,11,11,1.5492539159668903,22,0
R1,S2,11,11,2.29180558714916,23,0
R3,S4,13,14,2.217079362017688,23,0
R3,S4,6,7,0.961793828548275,37,0
R1,S2,18,18,2.685953149419878,55,0
R2,S4,21,22,2.5131353694064766,39,0
R1,S2,5,5,3.534207251882361,24,0
R3,S1,13,14,3.080671164883832,33,0
R1,S2,8,9,2.28072112957705,12,0
R2,S1,12,13,0.7718299008884741,29,0
R2,S2,17,17,0.8154266268462655,21,0
R3,S5,8,9,4.485516100888146,5,0
R3,S3,13,13,2.1307198906369047,42,0
R1,S1,13,13,5.114838773442396,53,0
R2,S3,22,22,0.772611981985815,57,0
R1,S4,16,16,5.290716445912958,34,0
R3,S1,14,14,0.5847299470340672,32,0
R1,S4,15,15,1.3424213379711945,37,0
R2,S5,11,11,2.663215518813451,17,0
R3,S5,13,13,3.4963078894494855,28,0
R1,S1,10,10,3.017119909077647,48,0
R1,S1,20,21,0.0,41,0
R2,S3,19,19,1.1413945317030065,26,0
R2,S4,11,12,0.2817151707443035,56,0
R1,S3,20,20,0.0,17,0
R2,S1,9,10,1.9756515837787794,44,0
R3,S3,20,21,0.0,16,0
R1,S1,5,6,3.499860600747588,45,0
R1,S2,9,10,3.1171839683510614,53,0
R3,S4,11,12,4.429114675840784,50,0
R2,S5,9,10,0.4000319823635432,11,0
R3,S5,21,21,0.547633954547653,40,0
R3,S3,12,12,3.5782455219221116,33,0
R1,S5,5,5,3.6916901857756845,33,0
R3,S2,6,6,4.022986456389466,30,0
R2,S2,19,19,3.7312441706321855,31,0
R1,S3,22,22,2.328718007986021,28,0
R2,S5,15,16,1.3099034158016654,35,0
R3,S5,14,14,3.102498498149677,11,0
R3,S1,8,9,1.3372233657485357,21,0
R2,S3,9,10,2.157925321162455,53,0
R1,S1,8,9,1.4273296510367506,37,0
R3,S2,17,18,2.3999489186941245,38,0
R3,S3,17,18,3.863100288447251,22,0
R3,S1,22,23,1.4758261502940386,45,0
R1,S2,6,6,1.2479244359102624,9,0
R1,S5,20,21,1.8407959124413786,5,0
R3,S3,5,6,0.2315300842843091,11,0
R1,S1,13,13,2.9961807252018477,38,0
R2,S4,7,7,2.174778355356199,7,0
R3,S5,11,11,1.946916808834178,40,0
R2,S1,14,14,2.4929789186117284,39,0
R1,S1,5,5,0.0,55,0
R1,S3,14,14,4.10097867322054,16,0
R2,S4,13,13,1.220527392307183,19,0
R1,S5,19,20,1.4378645465503344,8,0
R3,S5,19,19,3.2975559079799,37,0
R2,S3,7,8,2.9168501274579737,20,0
R2,S3,9,9,4.9982941900264075,33,0
R3,S3,13,13,0.5522403427927745,10,0
R1,S4,13,14,0.5935268865008334,53,0
R2,S3,11,11,0.20619593806541214,41,0
R2,S4,16,16,2.200283762383042,27,0
R3,S4,13,13,1.594130856560728,17,0
R1,S2,10,10,0.9570523140312326,48,0
R2,S3,6,6,1.9014906134054748,5,0
R1,S3,13,13,0.45178685006473307,16,0
R2,S5,21,21,4.318931648109388,31,0
R1,S3,5,6,0.951152036393353,29,0
R2,S4,10,10,1.1432829894388388,26,0
R1,S3,9,10,0.0,38,0
R1,S1,6,7,0.0,22,0
R2,S5,13,14,1.1179381307761243,45,0
R1,S1,18,19,1.5417570286000357,20,0
R1,S4,8,9,3.0790715575595895,33,0
R3,S1,8,9,0.0,34,0
R3,S4,19,20,2.6782561209370694,34,0
R3,S5,12,12,2.936279878706131,24,0
R3,S2,8,8,3.0154191865784012,51,0
R1,S1,20,20,3.553489670940039,26,0
R2,S5,8,9,0.2571198566921744,46,0
R2,S2,20,20,2.8118467310162014,38,0
R3,S4,16,17,4.647741351859066,8,0
R2,S4,20,21,4.100404723269687,54,0
R2,S2,12,12,4.8379335677039546,35,0
R1,S5,10,11,2.3615047464886914,55,0
R1,S2,14,15,1.1122209696527683,54,0
R2,S1,9,9,0.0,18,0
R1,S2,22,23,0.1358931751857626,12,0
R3,S3,14,14,1.2118985378933769,41,0
R3,S1,14,15,1.4823272886056669,9,0
R2,S5,11,12,0.8123702642441457,12,0
R2,S1,22,22,2.5093563902040765,15,0
R3,S4,5,5,2.2922148469664365,33,0
R2,S4,11,11,2.0614293645143276,59,0
R2,S4,5,6,3.177940410552572,25,0
R1,S1,19,20,1.295546767596501,43,0
R1,S4,8,8,3.6439841843680485,17,0
R3,S5,14,14,0.19432201070657085,53,0
R3,S5,13,13,1.5446300720954078,23,0
R3,S1,6,7,2.477814145495935,7,0
R3,S2,18,19,0.0,38,0
R3,S2,20,20,1.2441868396955447,42,0
R1,S5,5,5,3.067622959962814,23,0
R2,S1,6,6,1.358987581724322,36,0
R3,S5,11,12,0.0,51,0
R3,S4,14,14,0.668986238429929,40,0
R1,S4,5,5,0.0,55,0
R1,S5,17,17,2.7443058485461154,43,0
R1,S4,5,6,2.175930861852769,56,0
R1,S3,9,10,0.0,57,0
R2,S3,20,20,0.0,18,0
R2,S3,19,20,0.9127149864592483,11,0
R1,S2,21,21,2.0469372254161637,24,0
R1,S2,20,20,0.9921991070106875,36,0
R3,S1,17,17,2.525339814582199,50,0
R2,S2,15,15,2.473358598290626,58,0
R3,S5,21,22,2.7984556652575785,35,0
R1,S1,21,21,0.0,26,0
R3,S1,6,6,1.5862702520628003,9,0
R1,S5,17,18,3.613149075953565,35,0
R2,S3,18,18,0.9922032385706008,19,0
R3,S2,15,16,0.7796730390359983,48,0
R3,S1,14,14,1.2675084847995852,21,0
R3,S3,7,7,1.2298836133153395,57,0
R2,S4,21,21,2.1822096682583902,41,0
R2,S3,19,19,1.127716581921944,23,0
R3,S3,13,14,0.0,14,0
R3,S2,14,14,3.7779720148981073,48,0
R3,S4,12,13,2.759631417167042,38,0
R1,S1,17,18,2.223622762677372,53,0
R1,S5,22,23,1.858741190666823,29,0
R1,S1,9,9,1.5159411501973452,41,0
R2,S2,10,11,0.8000500298773845,32,0
R3,S1,21,22,0.0,19,0
R1,S2,15,16,4.441158453841943,24,0
R3,S2,20,20,2.0313404107243485,59,0
R2,S1,13,13,0.0,17,0
R1,S5,6,7,0.46076972461954835,24,0
R3,S5,9,10,2.456720763535558,47,1
R2,S1,5,5,2.426797499511932,35,0
R2,S4,8,9,0.8787394063037228,22,0
R1,S3,8,9,0.3831978605955335,45,0
R2,S5,7,8,1.1416682625885577,52,0
R2,S2,13,13,0.0,32,0
R1,S5,16,17,1.2865098641322805,51,0
R3,S4,14,15,1.3024641723461299,8,0
R2,S1,6,6,4.289970447189477,28,0
R3,S4,15,16,1.323972573300368,48,0
R3,S3,14,14,2.3792723768463873,49,0
R3,S5,10,10,4.397431340726056,13,0
R1,S2,22,22,0.3990673798959401,51,0
R2,S2,6,7,1.0629640516838448,54,0
R1,S4,6,7,1.1908938283414292,56,0
R3,S1,14,15,0.0,36,0
R2,S3,20,21,1.6077514675438935,36,0
R3,S1,16,17,3.7450873440873735,58,0
R3,S5,5,6,3.26833154218433,43,0
R1,S4,12,13,3.7734086759893084,25,0
R1,S4,20,21,1.0492979057809533,48,0
R2,S2,22,22,0.3062270961791671,46,0
R2,S5,17,18,5.384076306015462,43,0
R3,S2,19,20,2.322159077737773,50,0
R3,S1,16,16,0.0,31,0
R3,S4,12,13,5.840593227049369,51,0
R1,S4,14,14,1.865030057992021,40,0
R2,S3,18,19,0.0,12,0
R1,S1,9,10,4.18179330346608,23,0
R1,S5,22,22,0.0,33,0
R3,S3,19,19,2.432624707068193,23,0
R3,S4,10,11,3.263667051246576,9,0
R3,S5,15,15,3.022090670165168,26,0
R1,S2,15,16,4.334134230216652,39,0
R3,S1,22,23,3.5256901881576574,14,0
R1,S2,22,23,4.784954084952554,19,0
R1,S4,14,15,1.8605190754636216,6,0
R1,S3,6,7,1.3795767417056477,57,0
R2,S2,13,14,1.4800211391324423,46,0
R1,S4,18,18,4.060471357551394,26,0
R3,S2,14,14,1.0409318247764965,52,0
R3,S1,8,8,3.2711063127388083,39,0
R2,S2,10,11,0.7101426002337796,43,0
R3,S1,18,18,0.7372672952146642,23,0
R3,S1,8,9,3.776426895548844,51,0
R3,S5,19,19,2.6549987752437474,16,0
R2,S3,20,21,0.0,38,0
R1,S2,11,12,0.7192773999322433,49,0
R2,S4,21,22,0.0,24,0
R2,S5,21,22,1.4367076102969154,55,0
R3,S3,10,11,1.5898612705810344,11,0
R3,S5,15,15,1.2889382893434138,28,0
R2,S2,20,21,3.8097389277068743,7,0
R1,S2,12,12,2.619581047679207,10,0
R2,S2,15,16,5.698776768250784,37,0
R1,S3,11,12,2.8011782179078355,57,0
R3,S5,14,15,2.828784849299692,38,0
R2,S4,13,13,2.40799118681204,37,0
R1,S5,8,9,1.596480006727688,33,0
R2,S3,19,19,1.0255267010306013,27,0
R2,S1,17,18,1.647524776933906,8,0
R3,S1,6,6,1.7163826882026927,9,0
R1,S1,6,6,1.8586871247657586,38,0
R1,S4,20,20,2.9539807120481876,20,0
R1,S3,13,14,2.450110257000942,44,0
R1,S3,17,18,1.2246076087067475,51,0
R1,S1,7,7,0.8927838967413859,47,0
R3,S3,13,14,2.336417421636064,46,0
R2,S3,17,18,0.609891443299464,7,0
R3,S2,6,7,1.3596791484939441,59,0
R2,S4,12,12,1.2029817644225633,47,0
R1,S3,13,13,5.639070175972915,53,0
R3,S1,20,21,0.08873147632549916,46,1
R2,S5,6,6,0.8110448840790518,53,0
R2,S5,10,11,1.1666348496826922,18,0
R2,S4,12,13,1.3220482277100873,59,0
R1,S3,9,9,3.4997134754436567,37,0
R3,S2,13,13,1.6184181393455064,32,0
R2,S3,5,6,0.01370440888827229,45,0
R1,S1,13,14,4.146371121496587,19,0
R3,S3,14,15,2.3954585012616936,8,0
R2,S5,8,8,2.630785341925432,24,0
R1,S5,7,7,2.976255255328824,57,0
R2,S4,14,15,0.15193809985875273,29,0
R1,S1,19,20,1.9896786004992,39,0
R3,S4,15,15,3.2318716914150905,56,0
R2,S3,18,19,1.039595441995273,57,0
R1,S2,10,10,2.459990960178484,43,0
R1,S4,16,16,2.815277824046033,57,0
R1,S5,17,18,0.0,26,0
R3,S1,21,22,0.4513301153358382,39,0
R1,S3,20,20,0.0,58,0
R2,S1,7,8,2.340100702776804,58,0
R3,S1,6,6,4.827454568622975,51,0
R2,S1,15,15,0.9617253492255293,32,0
R1,S5,13,13,1.710968818678324,14,0
R1,S2,7,8,3.5199851823795765,20,0
R2,S4,22,23,2.3988134682973516,53,0
R2,S5,19,20,0.5394647308372371,27,0
R3,S2,18,18,4.289461380350742,23,0
R1,S3,6,6,2.2959863633507958,5,0
R3,S4,21,21,1.6516765510328884,5,0
R1,S2,12,12,1.7758361333887502,57,0
R2,S3,14,15,2.8863033357168146,50,0
R3,S4,22,23,1.079920243679713,30,0
R1,S3,12,13,4.35743118573231,38,0
R2,S5,12,12,3.8879500107547615,6,0
R3,S3,7,7,2.012719666154723,32,0
R3,S1,7,8,2.0924140795659656,24,0
R3,S5,16,16,0.7309374204058938,46,0
R2,S3,21,22,1.0439908979342278,51,0
R3,S5,8,8,0.296905488760669,31,0
R1,S4,21,21,1.693888200816713,32,0
R2,S1,18,18,2.093515279934027,35,0
R3,S1,13,13,0.0,51,0
R2,S3,16,16,3.033367732695498,11,0
R1,S4,9,10,0.6936759186995081,12,0
R3,S5,15,16,2.6177175855919694,36,0
R2,S3,7,8,3.2108753032101784,15,0
